"team","ncaa_id","season","jersey","name","position","height_clean","year","hometown","homestate","high_school","previous_school","url","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean","previous_school_clean"
"Ursinus",730,"2025-26","23","Colleen Blackman","G","5'9""","Jr.","New Fairfield","Conn","Immaculate",,"https://ursinusathletics.com/sports/womens-basketball/roster/colleen-blackman/10437","PA","Centennial","III",5,9,69,"GUARD",,"GUARD","Junior",0,"Immaculate","NEW FAIRFIELD, CONN","CT","USA",
"Ursinus",730,"2025-26","24","Olivia Nardi","G","5'6""","Fy.","Narberth","Pennsylvania","Archbishop Carroll",,"https://ursinusathletics.com/sports/womens-basketball/roster/olivia-nardi/10455","PA","Centennial","III",5,6,66,"GUARD",,"GUARD","Freshman",0,"Archbishop Carroll","NARBERTH, PA","PA","USA",
"Ursinus",730,"2025-26","3","Sarah Freeman","G","5'2""","Fy.","Holland","Pennsylvania","Council Rock South",,"https://ursinusathletics.com/sports/womens-basketball/roster/sarah-freeman/10452","PA","Centennial","III",5,2,62,"GUARD",,"GUARD","Freshman",0,"Council Rock South","HOLLAND, PA","PA","USA",
"Ursinus",730,"2025-26","30","Emily McDonald","G","5'10""","So.","Clarks Summit","Pennsylvania","Abington Heights",,"https://ursinusathletics.com/sports/womens-basketball/roster/emily-mcdonald/10444","PA","Centennial","III",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Abington Heights","CLARKS SUMMIT, PA","PA","USA",
"Ursinus",730,"2025-26","31","Kate Martin","F","5'11""","Fy.","Wayne","Pennsylvania","Conestoga",,"https://ursinusathletics.com/sports/womens-basketball/roster/kate-martin/10450","PA","Centennial","III",5,11,71,"FORWARD",,"FORWARD","Freshman",0,"Conestoga","WAYNE, PA","PA","USA",
"Ursinus",730,"2025-26","33","Lola MacRae","G","5'10""","Fy.","Oceanport","NJ.","Ranney",,"https://ursinusathletics.com/sports/womens-basketball/roster/lola-macrae/10453","PA","Centennial","III",5,10,70,"GUARD",,"GUARD","Freshman",0,"Ranney","OCEANPORT, NJ","NJ","USA",
"Ursinus",730,"2025-26","4","Makenna Foder","G","5'7""","Sr.","Marlton","NJ.","Paul VI",,"https://ursinusathletics.com/sports/womens-basketball/roster/makenna-foder/10439","PA","Centennial","III",5,7,67,"GUARD",,"GUARD","Senior",0,"Paul VI","MARLTON, NJ","NJ","USA",
"Ursinus",730,"2025-26","42","Mel Hiotis","F","6'0""","Sr.","Brick","NJ.","Brick Memorial",,"https://ursinusathletics.com/sports/womens-basketball/roster/mel-hiotis/10441","PA","Centennial","III",6,0,72,"FORWARD",,"FORWARD","Senior",0,"Brick Memorial","BRICK, NJ","NJ","USA",
"Ursinus",730,"2025-26","50","Cassie Denning","G/F","5'10""","Sr.","Downingtown","Pennsylvania","Downingtown East",,"https://ursinusathletics.com/sports/womens-basketball/roster/cassie-denning/10438","PA","Centennial","III",5,10,70,"GUARD","FORWARD","GUARD/FORWARD","Senior",0,"Downingtown East","DOWNINGTOWN, PA","PA","USA",
"Utah St.",731,"2025-26","0","Rachel Wilson","F","6'2""","Senior","Carrollton","Georgia","Central HS","Wheeling","https://utahstateaggies.com/sports/womens-basketball/roster/rachel-wilson/11383","UT","Mountain West","I",6,2,74,"FORWARD",,"FORWARD","Senior",0,"Central HS","CARROLLTON, GEORGIA","GA","USA","Wheeling"
"Utah St.",731,"2025-26","1","Marina Asensio","G","5'8""","Senior","Sabadell","Spain","Institut Joaquim Blume","Western Michigan","https://utahstateaggies.com/sports/womens-basketball/roster/marina-asensio/11382","UT","Mountain West","I",5,8,68,"GUARD",,"GUARD","Senior",0,"Institut Joaquim Blume","SABADELL, SPAIN",,"SPAIN","Western Michigan"
"Utah St.",731,"2025-26","12","Bella Cosme","G","5'5""","Freshman","Eastvale","California","Rancho Christian HS",,"https://utahstateaggies.com/sports/womens-basketball/roster/bella-cosme/11372","UT","Mountain West","I",5,5,65,"GUARD",,"GUARD","Freshman",0,"Rancho Christian HS","EASTVALE, CALIFORNIA","CA","USA",
"Utah St.",731,"2025-26","13","Andjela Marojevic","F","5'10""","Sophomore","Vrbas","Serbia","ZKK Vrbas Medela",,"https://utahstateaggies.com/sports/womens-basketball/roster/andjela-marojevic/11381","UT","Mountain West","I",5,10,70,"FORWARD",,"FORWARD","Sophomore",0,"ZKK Vrbas Medela","VRBAS, SERBIA",,"SERBIA",
"Utah St.",731,"2025-26","15","Karyn Sanford","G","6'0""","Senior","Bergen","Norway","Metis Videregående","Tarleton State","https://utahstateaggies.com/sports/womens-basketball/roster/karyn-sanford/11379","UT","Mountain West","I",6,0,72,"GUARD",,"GUARD","Senior",0,"Metis Videregående","BERGEN, NORWAY",,"NORWAY","Tarleton State"
