"team","ncaa_id","season","jersey","name","position","height_clean","year","hometown","homestate","high_school","previous_school","url","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean","previous_school_clean"
"Allegheny",19,"2025-26","11","Mackenzie James","G","5'9""","Fr.","Wexford","Pennsylvania","North Catholic",,"https://alleghenygators.com/sports/womens-basketball/roster/mackenzie-james/11031","PA","PAC","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"North Catholic","WEXFORD, PA","PA","USA",
"Allegheny",19,"2025-26","13","Kate Leach","F","6'1""","Sr.","Columbus","Ohio","Upper Arlington",,"https://alleghenygators.com/sports/womens-basketball/roster/kate-leach/11023","PA","PAC","III",6,1,73,"FORWARD",,"FORWARD","Senior",0,"Upper Arlington","COLUMBUS, OHIO","OH","USA",
"Allegheny",19,"2025-26","14","Jess Bickart","G","5'8""","Sr.","Cranberry Township","Pennsylvania","Seneca Valley",,"https://alleghenygators.com/sports/womens-basketball/roster/jess-bickart/11020","PA","PAC","III",5,8,68,"GUARD",,"GUARD","Senior",0,"Seneca Valley","CRANBERRY TOWNSHIP, PA","PA","USA",
"Allegheny",19,"2025-26","15","Sarah Santicola","F/C","6'2""","Sr.","Moon Township","Pennsylvania","Moon Area",,"https://alleghenygators.com/sports/womens-basketball/roster/sarah-santicola/11026","PA","PAC","III",6,2,74,"FORWARD","CENTER","FORWARD/CENTER","Senior",0,"Moon Area","MOON TOWNSHIP, PA","PA","USA",
"Allegheny",19,"2025-26","20","Eyra Co","G/F","5'8""","So.","Manila","Philippines","Pike Christian Academy (Ohio)",,"https://alleghenygators.com/sports/womens-basketball/roster/eyra-co/11021","PA","PAC","III",5,8,68,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"Pike Christian Academy (Ohio)","MANILA, PHILIPPINES",,"PHILIPPINES",
"Allegheny",19,"2025-26","21","Megan Castor","G/F","5'8""","Fr.","Venetia","Pennsylvania","Peters Township",,"https://alleghenygators.com/sports/womens-basketball/roster/megan-castor/11030","PA","PAC","III",5,8,68,"GUARD","FORWARD","GUARD/FORWARD","Freshman",0,"Peters Township","VENETIA, PA","PA","USA",
"Allegheny",19,"2025-26","22","Ava Kobus","G/F","6'0""","So.","Pittsburgh","Pennsylvania","Norwin",,"https://alleghenygators.com/sports/womens-basketball/roster/ava-kobus/11022","PA","PAC","III",6,0,72,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"Norwin","PITTSBURGH, PA","PA","USA",
"Allegheny",19,"2025-26","23","Isabella Antonacci","G","5'7""","So.","Indiana","Pennsylvania","Indiana Area",,"https://alleghenygators.com/sports/womens-basketball/roster/isabella-antonacci/11019","PA","PAC","III",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Indiana Area","INDIANA, PA","PA","USA",
"Allegheny",19,"2025-26","24","Ashlan Price","G/F","5'10""","So.","Greensburg","Pennsylvania","Greensburg Salem",,"https://alleghenygators.com/sports/womens-basketball/roster/ashlan-price/11025","PA","PAC","III",5,10,70,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"Greensburg Salem","GREENSBURG, PA","PA","USA",
"Allegheny",19,"2025-26","25","Bella Wilson","G","5'5""","So.","Middletown","Maryland","Saint John's Catholic Prep",,"https://alleghenygators.com/sports/womens-basketball/roster/bella-wilson/11027","PA","PAC","III",5,5,65,"GUARD",,"GUARD","Sophomore",0,"Saint John's Catholic Prep","MIDDLETOWN, MD","MD","USA",
"Allegheny",19,"2025-26","40","Pascale Olczak","F/C","6'1""","So.","Plum","Pennsylvania","Plum",,"https://alleghenygators.com/sports/womens-basketball/roster/pascale-olczak/11024","PA","PAC","III",6,1,73,"FORWARD","CENTER","FORWARD/CENTER","Sophomore",0,"Plum","PLUM, PA","PA","USA",
"DeSales",20,"2025-26","10","Marissa LaVerghetta","G","5'9""","So.","Mahwah","New Jersey","Mahwah",,"https://athletics.desales.edu/sports/womens-basketball/roster/marissa-laverghetta/8141","PA","MAC Freedom","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Mahwah","MAHWAH, NJ","NJ","USA",
"DeSales",20,"2025-26","11","Mackenzie Gordos","G","5'6""","Sr.","Leesport","Pennsylvania","Berks Catholic",,"https://athletics.desales.edu/sports/womens-basketball/roster/mackenzie-gordos/8136","PA","MAC Freedom","III",5,6,66,"GUARD",,"GUARD","Senior",0,"Berks Catholic","LEESPORT, PA","PA","USA",
"DeSales",20,"2025-26","13","Lindsay Bednarek","G","5'9""","Sr.","Riverton","New Jersey","Camden Catholic",,"https://athletics.desales.edu/sports/womens-basketball/roster/lindsay-bednarek/8133","PA","MAC Freedom","III",5,9,69,"GUARD",,"GUARD","Senior",0,"Camden Catholic","RIVERTON, NJ","NJ","USA",
"DeSales",20,"2025-26","14","Aubrey Pollard","F","5'10""","So.","Slatington","Pennsylvania","Northern Lehigh",,"https://athletics.desales.edu/sports/womens-basketball/roster/aubrey-pollard/8142","PA","MAC Freedom","III",5,10,70,"FORWARD",,"FORWARD","Sophomore",0,"Northern Lehigh","SLATINGTON, PA","PA","USA",
"DeSales",20,"2025-26","20","Mia Soto","G","5'5""","Fy.","Pompton Lakes","New Jersey","Pompton Lakes",,"https://athletics.desales.edu/sports/womens-basketball/roster/mia-soto/8217","PA","MAC Freedom","III",5,5,65,"GUARD",,"GUARD","Freshman",0,"Pompton Lakes","POMPTON LAKES, NJ","NJ","USA",
"DeSales",20,"2025-26","22","Emma O'Hare","G","5'8""","So.","Drexel Hill","Pennsylvania","Villa Maria Academy",,"https://athletics.desales.edu/sports/womens-basketball/roster/emma-o-hare/8216","PA","MAC Freedom","III",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Villa Maria Academy","DREXEL HILL, PA","PA","USA",
"DeSales",20,"2025-26","23","Lillirose Lang","G","5'0""","Jr.","Erie","Pennsylvania","Mercyhurst Preparatory",,"https://athletics.desales.edu/sports/womens-basketball/roster/lillirose-lang/8140","PA","MAC Freedom","III",5,0,60,"GUARD",,"GUARD","Junior",0,"Mercyhurst Preparatory","ERIE, PA","PA","USA",
"DeSales",20,"2025-26","24","Kayla Ishigami","G","5'4""","So.","West Caldwell","New Jersey","James Caldwell",,"https://athletics.desales.edu/sports/womens-basketball/roster/kayla-ishigami/8138","PA","MAC Freedom","III",5,4,64,"GUARD",,"GUARD","Sophomore",0,"James Caldwell","WEST CALDWELL, NJ","NJ","USA",
"DeSales",20,"2025-26","25","Sammi White","F","5'11""","Sr.","Southampton","Pennsylvania","Saint Basil Academy",,"https://athletics.desales.edu/sports/womens-basketball/roster/sammi-white/8145","PA","MAC Freedom","III",5,11,71,"FORWARD",,"FORWARD","Senior",0,"Saint Basil Academy","SOUTHAMPTON, PA","PA","USA",
"DeSales",20,"2025-26","3","Alexis Berger","G","5'9""","So.","Holtsville","New York","Sachem East",,"https://athletics.desales.edu/sports/womens-basketball/roster/alexis-berger/8134","PA","MAC Freedom","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Sachem East","HOLTSVILLE, NY","NY","USA",
"DeSales",20,"2025-26","32","Mia Stock","F","5'11""","Jr.","Richboro","Pennsylvania","The Perkiomen School",,"https://athletics.desales.edu/sports/womens-basketball/roster/mia-stock/8144","PA","MAC Freedom","III",5,11,71,"FORWARD",,"FORWARD","Junior",0,"The Perkiomen School","RICHBORO, PA","PA","USA",
"DeSales",20,"2025-26","33","Mikaili Donmoyer","G","5'6""","Sr.","Schuylkill Haven","Pennsylvania","Pine Grove",,"https://athletics.desales.edu/sports/womens-basketball/roster/mikaili-donmoyer/8135","PA","MAC Freedom","III",5,6,66,"GUARD",,"GUARD","Senior",0,"Pine Grove","SCHUYLKILL HAVEN, PA","PA","USA",
"DeSales",20,"2025-26","35","Keara McCaffrey","F","6'0""","Fy.","Drexel Hill","Pennsylvania","Sacred Heart Academy",,"https://athletics.desales.edu/sports/womens-basketball/roster/keara-mccaffrey/8214","PA","MAC Freedom","III",6,0,72,"FORWARD",,"FORWARD","Freshman",0,"Sacred Heart Academy","DREXEL HILL, PA","PA","USA",
"DeSales",20,"2025-26","40","Cadence Hiller","F","5'10""","Jr.","Mountain Top","Pennsylvania","Crestwood",,"https://athletics.desales.edu/sports/womens-basketball/roster/cadence-hiller/8137","PA","MAC Freedom","III",5,10,70,"FORWARD",,"FORWARD","Junior",0,"Crestwood","MOUNTAIN TOP, PA","PA","USA",
"DeSales",20,"2025-26","42","Julia Kowalski","G","5'6""","Sr.","Leesport","Pennsylvania","Pottsville",,"https://athletics.desales.edu/sports/womens-basketball/roster/julia-kowalski/8139","PA","MAC Freedom","III",5,6,66,"GUARD",,"GUARD","Senior",0,"Pottsville","LEESPORT, PA","PA","USA",
"DeSales",20,"2025-26","5","Emma Pyne","G","5'6""","Sr.","Hilltown","Pennsylvania","Pennridge",,"https://athletics.desales.edu/sports/womens-basketball/roster/emma-pyne/8143","PA","MAC Freedom","III",5,6,66,"GUARD",,"GUARD","Senior",0,"Pennridge","HILLTOWN, PA","PA","USA",
"Alma",21,"2025-26","0","Kate Starkey","G","5'5""","Fr.","Grass Lake","Mich","Grass Lake",,"https://almascots.com/sports/womens-basketball/roster/kate-starkey/11409","MI","Michigan Intercol. Ath. Assn.","III",5,5,65,"GUARD",,"GUARD","Freshman",0,"Grass Lake","GRASS LAKE, MICH","MI","USA",
"Alma",21,"2025-26","1","Kadyn Maida","G","5'9""","Fr.","Ypsilanti","Mich","Saline",,"https://almascots.com/sports/womens-basketball/roster/kadyn-maida/11411","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"Saline","YPSILANTI, MICH","MI","USA",
"Alma",21,"2025-26","10","Sarah Ebel","G/F","5'9""","Sr.","Brighton","Mich","Brighton",,"https://almascots.com/sports/womens-basketball/roster/sarah-ebel/10776","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD","FORWARD","GUARD/FORWARD","Senior",0,"Brighton","BRIGHTON, MICH","MI","USA",
"Alma",21,"2025-26","11","Cadence Kaminske","G","5'8""","Jr.","Brownstown","Mich","Riverview Community",,"https://almascots.com/sports/womens-basketball/roster/cadence-kaminske/10781","MI","Michigan Intercol. Ath. Assn.","III",5,8,68,"GUARD",,"GUARD","Junior",0,"Riverview Community","BROWNSTOWN, MICH","MI","USA",
"Alma",21,"2025-26","12","Molly Deurloo","G","5'9""","Jr.","Howell","Mich","Howell",,"https://almascots.com/sports/womens-basketball/roster/molly-deurloo/10774","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Junior",0,"Howell","HOWELL, MICH","MI","USA",
"Alma",21,"2025-26","13","Anna Waterstredt","G","5'9""","So.","Royal Oak","Mich","Royal Oak",,"https://almascots.com/sports/womens-basketball/roster/anna-waterstredt/10785","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Royal Oak","ROYAL OAK, MICH","MI","USA",
"Alma",21,"2025-26","14","Emmerson Goodin","F","5'10""","Sr.","Newaygo","Mich","Newaygo",,"https://almascots.com/sports/womens-basketball/roster/emmerson-goodin/10777","MI","Michigan Intercol. Ath. Assn.","III",5,10,70,"FORWARD",,"FORWARD","Senior",0,"Newaygo","NEWAYGO, MICH","MI","USA",
"Alma",21,"2025-26","15","Kendra Cooley","G","5'9""","Fr.","Vicksburg","Mich","Vicksburg",,"https://almascots.com/sports/womens-basketball/roster/kendra-cooley/11303","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"Vicksburg","VICKSBURG, MICH","MI","USA",
"Alma",21,"2025-26","2","Reese Wisniewski","G","5'8""","So.","Alpena","Mich","Alpena",,"https://almascots.com/sports/womens-basketball/roster/reese-wisniewski/10789","MI","Michigan Intercol. Ath. Assn.","III",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Alpena","ALPENA, MICH","MI","USA",
"Alma",21,"2025-26","21","Makayla Porter","F","5'9""","R-Fr.","Grand Rapids","Mich","East Kentwood",,"https://almascots.com/sports/womens-basketball/roster/makayla-porter/10783","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"FORWARD",,"FORWARD","Freshman",1,"East Kentwood","GRAND RAPIDS, MICH","MI","USA",
"Alma",21,"2025-26","22","Mady Weber","F","5'11""","Jr.","Hopkins","Mich","Hopkins",,"https://almascots.com/sports/womens-basketball/roster/mady-weber/10787","MI","Michigan Intercol. Ath. Assn.","III",5,11,71,"FORWARD",,"FORWARD","Junior",0,"Hopkins","HOPKINS, MICH","MI","USA",
"Alma",21,"2025-26","24","Breckyn Werner","F","6'0""","Sr.","Lyons","Mich","Portland",,"https://almascots.com/sports/womens-basketball/roster/breckyn-werner/10788","MI","Michigan Intercol. Ath. Assn.","III",6,0,72,"FORWARD",,"FORWARD","Senior",0,"Portland","LYONS, MICH","MI","USA",
"Alma",21,"2025-26","3","Noelle Ebel","G","5'7""","So.","Brighton","Mich","Brighton",,"https://almascots.com/sports/womens-basketball/roster/noelle-ebel/10775","MI","Michigan Intercol. Ath. Assn.","III",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Brighton","BRIGHTON, MICH","MI","USA",
"Alma",21,"2025-26","30","Mackenna Weber","G","5'7""","Jr.","Westphalia","Mich","Pewamo-Westphalia",,"https://almascots.com/sports/womens-basketball/roster/mackenna-weber/10786","MI","Michigan Intercol. Ath. Assn.","III",5,7,67,"GUARD",,"GUARD","Junior",0,"Pewamo-Westphalia","WESTPHALIA, MICH","MI","USA",
"Alma",21,"2025-26","31","Aubri Torok","G","5'7""","Fr.","Bath","Mich","Bath",,"https://almascots.com/sports/womens-basketball/roster/aubri-torok/11238","MI","Michigan Intercol. Ath. Assn.","III",5,7,67,"GUARD",,"GUARD","Freshman",0,"Bath","BATH, MICH","MI","USA",
"Alma",21,"2025-26","32","Taelynn Hatfield","F","6'0""","So.","Hudsonville","Mich","Hudsonville",,"https://almascots.com/sports/womens-basketball/roster/taelynn-hatfield/10778","MI","Michigan Intercol. Ath. Assn.","III",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,"Hudsonville","HUDSONVILLE, MICH","MI","USA",
"Alma",21,"2025-26","33","Megan Leslie","G","5'8""","Jr.","Greenville","Mich","Greenville Senior",,"https://almascots.com/sports/womens-basketball/roster/megan-leslie/11408","MI","Michigan Intercol. Ath. Assn.","III",5,8,68,"GUARD",,"GUARD","Junior",0,"Greenville Senior","GREENVILLE, MICH","MI","USA",
"Alma",21,"2025-26","34","Maddie Stevens","G","5'9""","So.","Milford","Mich","Milford",,"https://almascots.com/sports/womens-basketball/roster/maddie-stevens/10784","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Milford","MILFORD, MICH","MI","USA",
"Alma",21,"2025-26","4","Grace Mitchell","G","5'9""","Fr.","Paw Paw","Mich","Paw Paw",,"https://almascots.com/sports/womens-basketball/roster/grace-mitchell/11258","MI","Michigan Intercol. Ath. Assn.","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"Paw Paw","PAW PAW, MICH","MI","USA",
"Alma",21,"2025-26","5","Kaitlyn Jabczenski","G","5'7""","So.","Allen Park","Mich","Cabrini",,"https://almascots.com/sports/womens-basketball/roster/kaitlyn-jabczenski/10780","MI","Michigan Intercol. Ath. Assn.","III",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Cabrini","ALLEN PARK, MICH","MI","USA",
"American International",22,"2025-26","10","Ruzgar Christina Boyle","G","5'9""","Jr.","Istanbul","Turkey","Layton Christian Academy (UT)",,"https://aicyellowjackets.com/sports/womens-basketball/roster/ruzgar-christina-boyle/12792","MA","NE10","II",5,9,69,"GUARD",,"GUARD","Junior",0,"Layton Christian Academy (UT)","ISTANBUL, TURKEY",,"TURKEY",
"American International",22,"2025-26","11","Ahliya Phillips","G","5'7""","Sr.","Pittsfield","Massachusetts","Taconic",,"https://aicyellowjackets.com/sports/womens-basketball/roster/ahliya-phillips/12797","MA","NE10","II",5,7,67,"GUARD",,"GUARD","Senior",0,"Taconic","PITTSFIELD, MA","MA","USA",
"American International",22,"2025-26","12","Eunice M'Bikata","G","5'9""","Fr.","Abbotsford","BC","W.J. Mouat Secondary",,"https://aicyellowjackets.com/sports/womens-basketball/roster/eunice-m-bikata/12799","MA","NE10","II",5,9,69,"GUARD",,"GUARD","Freshman",0,"W.J. Mouat Secondary","ABBOTSFORD, BC",,"CANADA",
"American International",22,"2025-26","13","Jemima Lacroix","F","5'11""","Jr.","Montreal","Canada","Vanier College","Niagara","https://aicyellowjackets.com/sports/womens-basketball/roster/jemima-lacroix/12800","MA","NE10","II",5,11,71,"FORWARD",,"FORWARD","Junior",0,"Vanier College","MONTREAL, CANADA",,"CANADA","Niagara"
"American International",22,"2025-26","14","Alicia Aznar Chamorro","F","5'11""","Jr.","Zaragoza","Spain","IES Pedro De Luna",,"https://aicyellowjackets.com/sports/womens-basketball/roster/alicia-aznar-chamorro/12790","MA","NE10","II",5,11,71,"FORWARD",,"FORWARD","Junior",0,"IES Pedro De Luna","ZARAGOZA, SPAIN",,"SPAIN",
"American International",22,"2025-26","2","Chelsea Reeves","G","5'9""","Gr.","Brooklyn","New York","St. Jean Baptiste","Queens","https://aicyellowjackets.com/sports/womens-basketball/roster/chelsea-reeves/12798","MA","NE10","II",5,9,69,"GUARD",,"GUARD","Graduate Student",0,"St. Jean Baptiste","BROOKLYN, NY","NY","USA","Queens"
"American International",22,"2025-26","20","Keyvanna Bennett","F","5'10""","So.","Windsor","Connecticut","Weaver",,"https://aicyellowjackets.com/sports/womens-basketball/roster/keyvanna-bennett/12791","MA","NE10","II",5,10,70,"FORWARD",,"FORWARD","Sophomore",0,"Weaver","WINDSOR, CT","CT","USA",
"American International",22,"2025-26","22","Masha Andruschenko","F","5'11""","So.","Moscow","Russia","Lyceum No. 2","Cisco College","https://aicyellowjackets.com/sports/womens-basketball/roster/masha-andruschenko/12801","MA","NE10","II",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Lyceum No. 2","MOSCOW, RUSSIA",,"RUSSIA","Cisco College"
"American International",22,"2025-26","23","Tia-Marie Martinez","G","5'4""","Gr.","Brownington","Vermont","Lake Region Union",,"https://aicyellowjackets.com/sports/womens-basketball/roster/tia-marie-martinez/12795","MA","NE10","II",5,4,64,"GUARD",,"GUARD","Graduate Student",0,"Lake Region Union","BROWNINGTON, VT","VT","USA",
"American International",22,"2025-26","24","Jada Bryant","F","6'0""","Jr.","Middletown","Connecticut","Middletown",,"https://aicyellowjackets.com/sports/womens-basketball/roster/jada-bryant/12802","MA","NE10","II",6,0,72,"FORWARD",,"FORWARD","Junior",0,"Middletown","MIDDLETOWN, CT","CT","USA",
"American International",22,"2025-26","3","Sarai Gurley","G","5'8""","So.","Pomona","New York","North Rockland",,"https://aicyellowjackets.com/sports/womens-basketball/roster/sarai-gurley/12794","MA","NE10","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"North Rockland","POMONA, NY","NY","USA",
"American International",22,"2025-26","4","Eden Monka","G","5'10""","Jr.","Montreal","Canada","Dawson College","Robert Morris","https://aicyellowjackets.com/sports/womens-basketball/roster/eden-monka/12796","MA","NE10","II",5,10,70,"GUARD",,"GUARD","Junior",0,"Dawson College","MONTREAL, CANADA",,"CANADA","Robert Morris"
"American International",22,"2025-26","5","Peyton Grant","G","5'6""","Sr.","Plymouth","Maine","Dexter Regional","Shepherd","https://aicyellowjackets.com/sports/womens-basketball/roster/peyton-grant/12793","MA","NE10","II",5,6,66,"GUARD",,"GUARD","Senior",0,"Dexter Regional","PLYMOUTH, ME","ME","USA","Shepherd"
"American",23,"2025-26","0","Andrea Jude","G","5'9""","Fr.","Dublin","Ireland","Rosemont Secondary School",,"https://aueagles.com/sports/womens-basketball/roster/andrea-jude/7349","DC","Patriot","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"Rosemont Secondary School","DUBLIN, IRELAND",,"IRELAND",
"American",23,"2025-26","1","Anna Rescifina","G","6'0""","Sr.","Messina","Italy","Liceo Classico Goffredo Mameli",,"https://aueagles.com/sports/womens-basketball/roster/anna-rescifina/7070","DC","Patriot","I",6,0,72,"GUARD",,"GUARD","Senior",0,"Liceo Classico Goffredo Mameli","MESSINA, ITALY",,"ITALY",
"American",23,"2025-26","10","Grace Koepke","F","6'4""","Jr.","Vernon Hills","Ill","Vernon Hills",,"https://aueagles.com/sports/womens-basketball/roster/grace-koepke/7066","DC","Patriot","I",6,4,76,"FORWARD",,"FORWARD","Junior",0,"Vernon Hills","VERNON HILLS, ILL","IL","USA",
"American",23,"2025-26","11","Elizabeth Archer","G","6'0""","So.","Chatham","NJ.","Blair Academy",,"https://aueagles.com/sports/womens-basketball/roster/elizabeth-archer/7062","DC","Patriot","I",6,0,72,"GUARD",,"GUARD","Sophomore",0,"Blair Academy","CHATHAM, NJ","NJ","USA",
"American",23,"2025-26","12","Madisyn Moore-Nicholson","G","5'7""","So.","Odenton","Maryland","Georgetown Day School",,"https://aueagles.com/sports/womens-basketball/roster/madisyn-moore-nicholson/7067","DC","Patriot","I",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Georgetown Day School","ODENTON, MD","MD","USA",
"American",23,"2025-26","2","Ellie Pingree","F","6'2""","So.","Bow","NH.","St. Paul's School",,"https://aueagles.com/sports/womens-basketball/roster/ellie-pingree/7069","DC","Patriot","I",6,2,74,"FORWARD",,"FORWARD","Sophomore",0,"St. Paul's School","BOW, NH","NH","USA",
"American",23,"2025-26","20","Mary Bolesky","G","5'4""","So.","Elizabethtown","Pennsylvania","Lancaster Catholic",,"https://aueagles.com/sports/womens-basketball/roster/mary-bolesky/7063","DC","Patriot","I",5,4,64,"GUARD",,"GUARD","Sophomore",0,"Lancaster Catholic","ELIZABETHTOWN, PA","PA","USA",
"American",23,"2025-26","21","Charlotte Tuhy","F","6'1""","Fr.","Madison","NJ.","Madison",,"https://aueagles.com/sports/womens-basketball/roster/charlotte-tuhy/7073","DC","Patriot","I",6,1,73,"FORWARD",,"FORWARD","Freshman",0,"Madison","MADISON, NJ","NJ","USA",
"American",23,"2025-26","24","Vienn Sheng","G","5'6""","Fr.","Palo Alto","Calif","Woodside Priory",,"https://aueagles.com/sports/womens-basketball/roster/vienn-sheng/7399","DC","Patriot","I",5,6,66,"GUARD",,"GUARD","Freshman",0,"Woodside Priory","PALO ALTO, CALIF","CA","USA",
"American",23,"2025-26","3","Kayla Greyvensteyn","G","5'9""","Fr.","Parkland","Fla","Grandview Prep",,"https://aueagles.com/sports/womens-basketball/roster/kayla-greyvensteyn/7072","DC","Patriot","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"Grandview Prep","PARKLAND, FLA","FL","USA",
"American",23,"2025-26","30","Lexi Salazar","G","5'7""","Jr.","Plainfield","Ill","Plainfield North",,"https://aueagles.com/sports/womens-basketball/roster/lexi-salazar/7071","DC","Patriot","I",5,7,67,"GUARD",,"GUARD","Junior",0,"Plainfield North","PLAINFIELD, ILL","IL","USA",
"American",23,"2025-26","4","Laura Nogues","G","5'7""","Sr.","Sabadell","Spain","Escola Pia de Sabadell",,"https://aueagles.com/sports/womens-basketball/roster/laura-nogues/7068","DC","Patriot","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Escola Pia de Sabadell","SABADELL, SPAIN",,"SPAIN",
"American",23,"2025-26","5","Molly Driscoll","G","5'8""","So.","Allentown","Pennsylvania","Allentown Central Catholic",,"https://aueagles.com/sports/womens-basketball/roster/molly-driscoll/7064","DC","Patriot","I",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Allentown Central Catholic","ALLENTOWN, PA","PA","USA",
"Amherst",24,"2025-26","10","Anna Tranum","G","5'11""","Senior","Bemus Point","New York","Mercyhurst Prep",,"https://athletics.amherst.edu/sports/womens-basketball/roster/anna-tranum/17885","MA","NESCAC","III",5,11,71,"GUARD",,"GUARD","Senior",0,"Mercyhurst Prep","BEMUS POINT, NY","NY","USA",
"Amherst",24,"2025-26","11","Annie McCarthy","G","5'10""","Senior","Medfield","Massachusetts","Medfield",,"https://athletics.amherst.edu/sports/womens-basketball/roster/annie-mccarthy/17880","MA","NESCAC","III",5,10,70,"GUARD",,"GUARD","Senior",0,"Medfield","MEDFIELD, MA","MA","USA",
"Amherst",24,"2025-26","13","Laura Mendell","G","5'8""","Senior","Westport","Massachusetts","Tabor Academy",,"https://athletics.amherst.edu/sports/womens-basketball/roster/laura-mendell/17881","MA","NESCAC","III",5,8,68,"GUARD",,"GUARD","Senior",0,"Tabor Academy","WESTPORT, MA","MA","USA",
"Amherst",24,"2025-26","14","Avery Myerberg","G","5'8""","Freshman","San Francisco","California","The Branson School",,"https://athletics.amherst.edu/sports/womens-basketball/roster/avery-myerberg/17889","MA","NESCAC","III",5,8,68,"GUARD",,"GUARD","Freshman",0,"The Branson School","SAN FRANCISCO, CA","CA","USA",
"Amherst",24,"2025-26","2","Reagan Pahl","G","5'5""","Junior","Cedarburg","Wisconsin","Cedarburg",,"https://athletics.amherst.edu/sports/womens-basketball/roster/reagan-pahl/17883","MA","NESCAC","III",5,5,65,"GUARD",,"GUARD","Junior",0,"Cedarburg","CEDARBURG, WI","WI","USA",
"Amherst",24,"2025-26","20","Chase Anderson","F","6'1""","Freshman","Concord","Massachusetts","The Rivers School",,"https://athletics.amherst.edu/sports/womens-basketball/roster/chase-anderson/17890","MA","NESCAC","III",6,1,73,"FORWARD",,"FORWARD","Freshman",0,"The Rivers School","CONCORD, MA","MA","USA",
"Amherst",24,"2025-26","24","Brielle Renwick","F","5'11""","Junior","Norwalk","Connecticut","St. Luke's",,"https://athletics.amherst.edu/sports/womens-basketball/roster/brielle-renwick/17884","MA","NESCAC","III",5,11,71,"FORWARD",,"FORWARD","Junior",0,"St. Luke's","NORWALK, CT","CT","USA",
"Amherst",24,"2025-26","3","Elizabeth Cain","F","5'11""","Sophomore","Holden","Massachusetts","Wachusett Regional",,"https://athletics.amherst.edu/sports/womens-basketball/roster/elizabeth-cain/17878","MA","NESCAC","III",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Wachusett Regional","HOLDEN, MA","MA","USA",
"Amherst",24,"2025-26","33","Sylvia Liddle","G/F","6'0""","Senior","Bovina","New York","Delaware Academy",,"https://athletics.amherst.edu/sports/womens-basketball/roster/sylvia-liddle/17879","MA","NESCAC","III",6,0,72,"GUARD","FORWARD","GUARD/FORWARD","Senior",0,"Delaware Academy","BOVINA, NY","NY","USA",
"Amherst",24,"2025-26","34","Macie Nugent","G","5'9""","Junior","Woolwich Township","New Jersey","Gloucester Catholic",,"https://athletics.amherst.edu/sports/womens-basketball/roster/macie-nugent/17882","MA","NESCAC","III",5,9,69,"GUARD",,"GUARD","Junior",0,"Gloucester Catholic","WOOLWICH TOWNSHIP, NJ","NJ","USA",
"Amherst",24,"2025-26","4","Brooke Ingemi","G","5'5""","Senior","Plymouth","Massachusetts","Tabor Academy",,"https://athletics.amherst.edu/sports/womens-basketball/roster/brooke-ingemi/17887","MA","NESCAC","III",5,5,65,"GUARD",,"GUARD","Senior",0,"Tabor Academy","PLYMOUTH, MA","MA","USA",
"Amherst",24,"2025-26","5","Olivia Soenens","G","5'11""","Freshman","Mill Valley","California","University High School",,"https://athletics.amherst.edu/sports/womens-basketball/roster/olivia-soenens/17886","MA","NESCAC","III",5,11,71,"GUARD",,"GUARD","Freshman",0,"University High School","MILL VALLEY, CA","CA","USA",
